chapter_file,chapter_number,chapter_id,global_sentence_id,cross_chapter,source_file_path,sentence_id,sentence_id_numeric,sentence_id_prefixed,sentence_num,first_words,pronoun_text,pronoun_token_idx,pronoun_grammatical_role,pronoun_thematic_role,pronoun_givenness,pronoun_coref_ids,pronoun_coref_base_num,pronoun_coref_occurrence_num,pronoun_coreference_link,pronoun_coref_link_base_num,pronoun_coref_link_occurrence_num,pronoun_coreference_type,pronoun_inanimate_coreference_link,pronoun_inanimate_coref_link_base_num,pronoun_inanimate_coref_link_occurrence_num,pronoun_inanimate_coreference_type,pronoun_most_recent_antecedent_text,pronoun_most_recent_antecedent_distance,pronoun_first_antecedent_text,pronoun_first_antecedent_distance,pronoun_antecedent_choice,num_clause_mates,clause_mate_text,clause_mate_coref_id,clause_mate_coref_base_num,clause_mate_coref_occurrence_num,clause_mate_start_idx,clause_mate_end_idx,clause_mate_grammatical_role,clause_mate_thematic_role,clause_mate_coreference_type,clause_mate_animacy,clause_mate_givenness,clause_mate_grammatical_role_clean,clause_mate_thematic_role_clean,clause_mate_coreference_type_clean,pronoun_coreference_type_clean,pronoun_grammatical_role_clean,pronoun_thematic_role_clean
3.tsv,3,Chapter_3,global_380,False,data\input\gotofiles\later\3.tsv,31,31,sent_31,31,Und_der_Brenner,er,11,Subj,Proto-Ag,bekannt,['95-47'],95.0,,*->95-47,95.0,47.0,PersPron[95],,,,,der Brenner,9,der Brenner,562,46,3,der Brenner,95-46,95,46,2,3,Subj[40],Proto-Ag[40],EN[95],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_380,False,data\input\gotofiles\later\3.tsv,31,31,sent_31,31,Und_der_Brenner,er,11,Subj,Proto-Ag,bekannt,['95-47'],95.0,,*->95-47,95.0,47.0,PersPron[95],,,,,der Brenner,9,der Brenner,562,46,3,er,95-48,95,48,15,15,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_380,False,data\input\gotofiles\later\3.tsv,31,31,sent_31,31,Und_der_Brenner,er,11,Subj,Proto-Ag,bekannt,['95-47'],95.0,,*->95-47,95.0,47.0,PersPron[95],,,,,der Brenner,9,der Brenner,562,46,3,der Polizei,212-1,212,1,17,18,Oblique[41],*[41],defNP[212],inanim,neu,Oblique,*,defNP,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_380,False,data\input\gotofiles\later\3.tsv,31,31,sent_31,31,Und_der_Brenner,er,15,Subj,Proto-Ag,bekannt,['95-48'],95.0,,*->95-48,95.0,48.0,PersPron[95],,,,,er,4,der Brenner,566,47,3,der Brenner,95-46,95,46,2,3,Subj[40],Proto-Ag[40],EN[95],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_380,False,data\input\gotofiles\later\3.tsv,31,31,sent_31,31,Und_der_Brenner,er,15,Subj,Proto-Ag,bekannt,['95-48'],95.0,,*->95-48,95.0,48.0,PersPron[95],,,,,er,4,der Brenner,566,47,3,er,95-47,95,47,11,11,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_380,False,data\input\gotofiles\later\3.tsv,31,31,sent_31,31,Und_der_Brenner,er,15,Subj,Proto-Ag,bekannt,['95-48'],95.0,,*->95-48,95.0,48.0,PersPron[95],,,,,er,4,der Brenner,566,47,3,der Polizei,212-1,212,1,17,18,Oblique[41],*[41],defNP[212],inanim,neu,Oblique,*,defNP,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_381,False,data\input\gotofiles\later\3.tsv,32,32,sent_32,32,Aber_dann_ist,das,7,Subj,Proto-Ag,bekannt,['222-2'],,,,,,,*->222-2,222.0,2.0,D-Pron[222],etwas,3,etwas,3,1,2,etwas,222-1,222,1,4,4,Oblique,*,IndefPron[222],inanim,neu,Oblique,*,IndefPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_381,False,data\input\gotofiles\later\3.tsv,32,32,sent_32,32,Aber_dann_ist,das,7,Subj,Proto-Ag,bekannt,['222-2'],,,,,,,*->222-2,222.0,2.0,D-Pron[222],etwas,3,etwas,3,1,2,ihn,95-49,95,49,9,9,dirObj,Proto-Ag,PersPron[95],anim,bekannt,dirObj,Proto-Ag,PersPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_381,False,data\input\gotofiles\later\3.tsv,32,32,sent_32,32,Aber_dann_ist,ihn,9,dirObj,Proto-Ag,bekannt,['95-49'],95.0,,*->95-49,95.0,49.0,PersPron[95],,,,,er,15,der Brenner,581,48,2,etwas,222-1,222,1,4,4,Oblique,*,IndefPron[222],inanim,neu,Oblique,*,IndefPron,PersPron,dirObj,Proto-Ag
3.tsv,3,Chapter_3,global_381,False,data\input\gotofiles\later\3.tsv,32,32,sent_32,32,Aber_dann_ist,ihn,9,dirObj,Proto-Ag,bekannt,['95-49'],95.0,,*->95-49,95.0,49.0,PersPron[95],,,,,er,15,der Brenner,581,48,2,das,222-2,222,2,7,7,Subj,Proto-Ag,D-Pron[222],inanim,bekannt,Subj,Proto-Ag,D-Pron,PersPron,dirObj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,4,Subj,Proto-Ag,bekannt,['95-51'],95.0,,*->95-51,95.0,51.0,PersPron[95],,,,,er,14,der Brenner,601,50,6,seinen,95-52,95,52,6,6,dirObj[42],Proto-Pat[42],PossPron[95],anim,bekannt,dirObj,Proto-Pat,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,4,Subj,Proto-Ag,bekannt,['95-51'],95.0,,*->95-51,95.0,51.0,PersPron[95],,,,,er,14,der Brenner,601,50,6,seinen Bericht,175-1,175,1,6,7,dirObj[42],Proto-Pat[42],PossPron[95],anim,neu,dirObj,Proto-Pat,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,4,Subj,Proto-Ag,bekannt,['95-51'],95.0,,*->95-51,95.0,51.0,PersPron[95],,,,,er,14,der Brenner,601,50,6,er,95-53,95,53,11,11,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,4,Subj,Proto-Ag,bekannt,['95-51'],95.0,,*->95-51,95.0,51.0,PersPron[95],,,,,er,14,der Brenner,601,50,6,das,233-1,233,1,17,17,Subj,Proto-Ag,D-Pron[233],inanim,neu,Subj,Proto-Ag,D-Pron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,4,Subj,Proto-Ag,bekannt,['95-51'],95.0,,*->95-51,95.0,51.0,PersPron[95],,,,,er,14,der Brenner,601,50,6,seinem,95-54,95,54,19,19,Oblique[43],*[43],PossPron[95],anim,bekannt,Oblique,*,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,4,Subj,Proto-Ag,bekannt,['95-51'],95.0,,*->95-51,95.0,51.0,PersPron[95],,,,,er,14,der Brenner,601,50,6,Schulkollegen Schwaighofer,116-1,116,1,20,21,Oblique[43],*[43],defNP[116],anim,neu,Oblique,*,defNP,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,11,Subj,Proto-Ag,bekannt,['95-53'],95.0,,*->95-53,95.0,53.0,PersPron[95],,,,,seinen,5,der Brenner,608,52,6,er,95-51,95,51,4,4,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,11,Subj,Proto-Ag,bekannt,['95-53'],95.0,,*->95-53,95.0,53.0,PersPron[95],,,,,seinen,5,der Brenner,608,52,6,seinen,95-52,95,52,6,6,dirObj[42],Proto-Pat[42],PossPron[95],anim,bekannt,dirObj,Proto-Pat,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,11,Subj,Proto-Ag,bekannt,['95-53'],95.0,,*->95-53,95.0,53.0,PersPron[95],,,,,seinen,5,der Brenner,608,52,6,seinen Bericht,175-1,175,1,6,7,dirObj[42],Proto-Pat[42],PossPron[95],anim,neu,dirObj,Proto-Pat,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,11,Subj,Proto-Ag,bekannt,['95-53'],95.0,,*->95-53,95.0,53.0,PersPron[95],,,,,seinen,5,der Brenner,608,52,6,das,233-1,233,1,17,17,Subj,Proto-Ag,D-Pron[233],inanim,neu,Subj,Proto-Ag,D-Pron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,11,Subj,Proto-Ag,bekannt,['95-53'],95.0,,*->95-53,95.0,53.0,PersPron[95],,,,,seinen,5,der Brenner,608,52,6,seinem,95-54,95,54,19,19,Oblique[43],*[43],PossPron[95],anim,bekannt,Oblique,*,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,er,11,Subj,Proto-Ag,bekannt,['95-53'],95.0,,*->95-53,95.0,53.0,PersPron[95],,,,,seinen,5,der Brenner,608,52,6,Schulkollegen Schwaighofer,116-1,116,1,20,21,Oblique[43],*[43],defNP[116],anim,neu,Oblique,*,defNP,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,das,17,Subj,Proto-Ag,neu,['233-1'],,,,,,,*->233-1,233.0,1.0,D-Pron[233],_,_,_,_,0,6,er,95-51,95,51,4,4,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,das,17,Subj,Proto-Ag,neu,['233-1'],,,,,,,*->233-1,233.0,1.0,D-Pron[233],_,_,_,_,0,6,seinen,95-52,95,52,6,6,dirObj[42],Proto-Pat[42],PossPron[95],anim,bekannt,dirObj,Proto-Pat,PossPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,das,17,Subj,Proto-Ag,neu,['233-1'],,,,,,,*->233-1,233.0,1.0,D-Pron[233],_,_,_,_,0,6,seinen Bericht,175-1,175,1,6,7,dirObj[42],Proto-Pat[42],PossPron[95],anim,neu,dirObj,Proto-Pat,PossPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,das,17,Subj,Proto-Ag,neu,['233-1'],,,,,,,*->233-1,233.0,1.0,D-Pron[233],_,_,_,_,0,6,er,95-53,95,53,11,11,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,das,17,Subj,Proto-Ag,neu,['233-1'],,,,,,,*->233-1,233.0,1.0,D-Pron[233],_,_,_,_,0,6,seinem,95-54,95,54,19,19,Oblique[43],*[43],PossPron[95],anim,bekannt,Oblique,*,PossPron,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_383,False,data\input\gotofiles\later\3.tsv,34,34,sent_34,34,Und_statt_daß,das,17,Subj,Proto-Ag,neu,['233-1'],,,,,,,*->233-1,233.0,1.0,D-Pron[233],_,_,_,_,0,6,Schulkollegen Schwaighofer,116-1,116,1,20,21,Oblique[43],*[43],defNP[116],anim,neu,Oblique,*,defNP,,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_385,False,data\input\gotofiles\later\3.tsv,36,36,sent_36,36,Wie_der_Brenner,er,16,Subj,Proto-Ag,bekannt,['95-56'],95.0,,*->95-56,95.0,56.0,PersPron[95],,,,,der Brenner,14,der Brenner,642,55,4,der Brenner,95-55,95,55,2,3,Subj[44],Proto-Ag[44],EN[95],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_385,False,data\input\gotofiles\later\3.tsv,36,36,sent_36,36,Wie_der_Brenner,er,16,Subj,Proto-Ag,bekannt,['95-56'],95.0,,*->95-56,95.0,56.0,PersPron[95],,,,,der Brenner,14,der Brenner,642,55,4,fünf Jahren,149-1,149,1,5,6,Oblique[45],*[45],Quant[149],inanim,neu,Oblique,*,Quant,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_385,False,data\input\gotofiles\later\3.tsv,36,36,sent_36,36,Wie_der_Brenner,er,16,Subj,Proto-Ag,bekannt,['95-56'],95.0,,*->95-56,95.0,56.0,PersPron[95],,,,,der Brenner,14,der Brenner,642,55,4,eine geförderte Wohnung,194-1,194,1,9,11,dirObj[46],Proto-Pat[46],indefNP[194],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_385,False,data\input\gotofiles\later\3.tsv,36,36,sent_36,36,Wie_der_Brenner,er,16,Subj,Proto-Ag,bekannt,['95-56'],95.0,,*->95-56,95.0,56.0,PersPron[95],,,,,der Brenner,14,der Brenner,642,55,4,eine Überraschung,146-1,146,1,17,18,dirObj[47],Proto-Pat[47],indefNP[146],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,er,3,Subj,Proto-Ag,bekannt,['95-57'],95.0,,*->95-57,95.0,57.0,PersPron[95],,,,,er,7,der Brenner,649,56,5,ihn,116-2,116,2,4,4,dirObj,Proto-Pat,PersPron[116],anim,bekannt,dirObj,Proto-Pat,PersPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,er,3,Subj,Proto-Ag,bekannt,['95-57'],95.0,,*->95-57,95.0,57.0,PersPron[95],,,,,er,7,der Brenner,649,56,5,gesehen,95-58,95,58,15,15,Subj,Proto-Ag,zero[95],anim,bekannt,Subj,Proto-Ag,zero,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,er,3,Subj,Proto-Ag,bekannt,['95-57'],95.0,,*->95-57,95.0,57.0,PersPron[95],,,,,er,7,der Brenner,649,56,5,sein,95-59,95,59,18,18,Subj[48],Proto-Ag[48],PossPron[95],anim,bekannt,Subj,Proto-Ag,PossPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,er,3,Subj,Proto-Ag,bekannt,['95-57'],95.0,,*->95-57,95.0,57.0,PersPron[95],,,,,er,7,der Brenner,649,56,5,Schulkollege Schwaighofer,116-3,116,3,19,20,Subj[48],Proto-Ag[48],EN[116],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,er,3,Subj,Proto-Ag,bekannt,['95-57'],95.0,,*->95-57,95.0,57.0,PersPron[95],,,,,er,7,der Brenner,649,56,5,ihn,95-60,95,60,22,22,dirObj,Proto-Pat,PersPron[95],anim,bekannt,dirObj,Proto-Pat,PersPron,PersPron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,4,dirObj,Proto-Pat,bekannt,['116-2'],116.0,,*->116-2,116.0,2.0,PersPron[116],,,,,Schulkollegen Schwaighofer,33,Schulkollegen Schwaighofer,33,1,5,er,95-57,95,57,3,3,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,4,dirObj,Proto-Pat,bekannt,['116-2'],116.0,,*->116-2,116.0,2.0,PersPron[116],,,,,Schulkollegen Schwaighofer,33,Schulkollegen Schwaighofer,33,1,5,gesehen,95-58,95,58,15,15,Subj,Proto-Ag,zero[95],anim,bekannt,Subj,Proto-Ag,zero,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,4,dirObj,Proto-Pat,bekannt,['116-2'],116.0,,*->116-2,116.0,2.0,PersPron[116],,,,,Schulkollegen Schwaighofer,33,Schulkollegen Schwaighofer,33,1,5,sein,95-59,95,59,18,18,Subj[48],Proto-Ag[48],PossPron[95],anim,bekannt,Subj,Proto-Ag,PossPron,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,4,dirObj,Proto-Pat,bekannt,['116-2'],116.0,,*->116-2,116.0,2.0,PersPron[116],,,,,Schulkollegen Schwaighofer,33,Schulkollegen Schwaighofer,33,1,5,Schulkollege Schwaighofer,116-3,116,3,19,20,Subj[48],Proto-Ag[48],EN[116],anim,bekannt,Subj,Proto-Ag,EN,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,4,dirObj,Proto-Pat,bekannt,['116-2'],116.0,,*->116-2,116.0,2.0,PersPron[116],,,,,Schulkollegen Schwaighofer,33,Schulkollegen Schwaighofer,33,1,5,ihn,95-60,95,60,22,22,dirObj,Proto-Pat,PersPron[95],anim,bekannt,dirObj,Proto-Pat,PersPron,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,22,dirObj,Proto-Pat,bekannt,['95-60'],95.0,,*->95-60,95.0,60.0,PersPron[95],,,,,sein,4,der Brenner,668,59,5,er,95-57,95,57,3,3,Subj,Proto-Ag,PersPron[95],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,22,dirObj,Proto-Pat,bekannt,['95-60'],95.0,,*->95-60,95.0,60.0,PersPron[95],,,,,sein,4,der Brenner,668,59,5,ihn,116-2,116,2,4,4,dirObj,Proto-Pat,PersPron[116],anim,bekannt,dirObj,Proto-Pat,PersPron,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,22,dirObj,Proto-Pat,bekannt,['95-60'],95.0,,*->95-60,95.0,60.0,PersPron[95],,,,,sein,4,der Brenner,668,59,5,gesehen,95-58,95,58,15,15,Subj,Proto-Ag,zero[95],anim,bekannt,Subj,Proto-Ag,zero,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,22,dirObj,Proto-Pat,bekannt,['95-60'],95.0,,*->95-60,95.0,60.0,PersPron[95],,,,,sein,4,der Brenner,668,59,5,sein,95-59,95,59,18,18,Subj[48],Proto-Ag[48],PossPron[95],anim,bekannt,Subj,Proto-Ag,PossPron,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_386,False,data\input\gotofiles\later\3.tsv,37,37,sent_37,37,Zuerst_hat_er,ihn,22,dirObj,Proto-Pat,bekannt,['95-60'],95.0,,*->95-60,95.0,60.0,PersPron[95],,,,,sein,4,der Brenner,668,59,5,Schulkollege Schwaighofer,116-3,116,3,19,20,Subj[48],Proto-Ag[48],EN[116],anim,bekannt,Subj,Proto-Ag,EN,PersPron,dirObj,Proto-Pat
3.tsv,3,Chapter_3,global_387,False,data\input\gotofiles\later\3.tsv,38,38,sent_38,38,Der_war_der,Der,1,Subj,Proto-Ag,bekannt,['116-4'],116.0,,*->116-4,116.0,4.0,D-Pron[116],,,,,Schulkollege Schwaighofer,7,Schulkollegen Schwaighofer,55,3,1,die Vergabe der Wohnungen,200-1,200,1,8,11,dirObj[49],Proto-Pat[49],defNP[200],inanim,neu,dirObj,Proto-Pat,defNP,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,das,5,Subj,Proto-Pat,neu,['161-1'],,,,,,,*->161-1,161.0,1.0,D-Pron[161],_,_,_,_,0,6,dem Brenner,95-63,95,63,3,4,indirObj[55],Proto-Ag[55],EN[95],anim,bekannt,indirObj,Proto-Ag,EN,,Subj,Proto-Pat
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,das,5,Subj,Proto-Pat,neu,['161-1'],,,,,,,*->161-1,161.0,1.0,D-Pron[161],_,_,_,_,0,6,der,95-64,95,64,16,16,Subj,Proto-Ag,D-Pron[95],anim,bekannt,Subj,Proto-Ag,D-Pron,,Subj,Proto-Pat
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,das,5,Subj,Proto-Pat,neu,['161-1'],,,,,,,*->161-1,161.0,1.0,D-Pron[161],_,_,_,_,0,6,eine Wartezeit,199-1,199,1,17,18,dirObj[56],Proto-Pat[56],indefNP[199],inanim,neu,dirObj,Proto-Pat,indefNP,,Subj,Proto-Pat
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,das,5,Subj,Proto-Pat,neu,['161-1'],,,,,,,*->161-1,161.0,1.0,D-Pron[161],_,_,_,_,0,6,die,105-1,105,1,21,21,Subj,Proto-Ag,D-Pron[105],anim,neu,Subj,Proto-Ag,D-Pron,,Subj,Proto-Pat
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,das,5,Subj,Proto-Pat,neu,['161-1'],,,,,,,*->161-1,161.0,1.0,D-Pron[161],_,_,_,_,0,6,Wartezeiten,183-1,183,1,24,24,dirObj,Proto-Pat,defNP[183],inanim,neu,dirObj,Proto-Pat,defNP,,Subj,Proto-Pat
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,das,5,Subj,Proto-Pat,neu,['161-1'],,,,,,,*->161-1,161.0,1.0,D-Pron[161],_,_,_,_,0,6,frage,75-3,75,3,26,26,Subj,Proto-Ag,zero[75],anim,bekannt,Subj,Proto-Ag,zero,,Subj,Proto-Pat
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,der,16,Subj,Proto-Ag,bekannt,['95-64'],95.0,,*->95-64,95.0,64.0,D-Pron[95],,,,,dem Brenner,13,der Brenner,778,63,6,dem Brenner,95-63,95,63,3,4,indirObj[55],Proto-Ag[55],EN[95],anim,bekannt,indirObj,Proto-Ag,EN,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,der,16,Subj,Proto-Ag,bekannt,['95-64'],95.0,,*->95-64,95.0,64.0,D-Pron[95],,,,,dem Brenner,13,der Brenner,778,63,6,das,161-1,161,1,5,5,Subj,Proto-Pat,D-Pron[161],inanim,neu,Subj,Proto-Pat,D-Pron,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,der,16,Subj,Proto-Ag,bekannt,['95-64'],95.0,,*->95-64,95.0,64.0,D-Pron[95],,,,,dem Brenner,13,der Brenner,778,63,6,eine Wartezeit,199-1,199,1,17,18,dirObj[56],Proto-Pat[56],indefNP[199],inanim,neu,dirObj,Proto-Pat,indefNP,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,der,16,Subj,Proto-Ag,bekannt,['95-64'],95.0,,*->95-64,95.0,64.0,D-Pron[95],,,,,dem Brenner,13,der Brenner,778,63,6,die,105-1,105,1,21,21,Subj,Proto-Ag,D-Pron[105],anim,neu,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,der,16,Subj,Proto-Ag,bekannt,['95-64'],95.0,,*->95-64,95.0,64.0,D-Pron[95],,,,,dem Brenner,13,der Brenner,778,63,6,Wartezeiten,183-1,183,1,24,24,dirObj,Proto-Pat,defNP[183],inanim,neu,dirObj,Proto-Pat,defNP,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,der,16,Subj,Proto-Ag,bekannt,['95-64'],95.0,,*->95-64,95.0,64.0,D-Pron[95],,,,,dem Brenner,13,der Brenner,778,63,6,frage,75-3,75,3,26,26,Subj,Proto-Ag,zero[75],anim,bekannt,Subj,Proto-Ag,zero,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,die,21,Subj,Proto-Ag,neu,['105-1'],105.0,,*->105-1,105.0,1.0,D-Pron[105],,,,,_,_,_,_,0,6,dem Brenner,95-63,95,63,3,4,indirObj[55],Proto-Ag[55],EN[95],anim,bekannt,indirObj,Proto-Ag,EN,D-Pron,Subj,Proto-Ag
3.tsv,3,Chapter_3,global_392,False,data\input\gotofiles\later\3.tsv,43,43,sent_43,43,Jetzt_ist_dem,die,21,Subj,Proto-Ag,neu,['105-1'],105.0,,*->105-1,105.0,1.0,D-Pron[105],,,,,_,_,_,_,0,6,das,161-1,161,1,5,5,Subj,Proto-Pat,D-Pron[161],inanim,neu,Subj,Proto-Pat,D-Pron,D-Pron,Subj,Proto-Ag
